order_id,customer_name,customer_email,city,category,product_name,unit_price,quantity,total_amount,discount_percent,final_amount,payment_method,order_status,order_date,order_month,order_quarter,order_year,is_returned,is_cancelled
ORD10150,Kristine Hudson,owensedwin@example.com,Pune,Home & Kitchen,Air Fryer,14555.95,3,43667.85,0.11,38864.39,UPI,Delivered,2024-11-04,11,4,2024,0,0
ORD10151,Keith Graham,tammyedwards@example.net,Mumbai,Food & Beverage,Protein Bar,238.97,2,477.94,0.26,353.68,Cash on Delivery,Delivered,2024-06-15,6,2,2024,0,0
ORD10152,Tiffany Roy,normahicks@example.org,Delhi,Books,Data Science Handbook,102.62,3,307.86,0.07,286.31,Credit Card,Delivered,2024-07-31,7,3,2024,0,0
ORD10153,Ronald Bernard,samuelleblanc@example.org,Surat,Books,Data Science Handbook,626.62,4,2506.48,0.14,2155.57,Net Banking,Cancelled,2024-04-18,4,2,2024,0,1
ORD10154,Jean Patterson,asmith@example.org,Hyderabad,Books,Data Science Handbook,467.56,4,1870.24,0.08,1720.62,Credit Card,Delivered,2024-06-20,6,2,2024,0,0
ORD10155,William Buck,sharonhoward@example.net,Hyderabad,Books,Data Science Handbook,890.3,1,890.3,0.08,819.08,Net Banking,Delivered,2024-03-12,3,1,2024,0,0
ORD10156,David Hall,oalexander@example.com,Bengaluru,Electronics,Headphones,37053.64,1,37053.64,0.08,34089.35,Debit Card,Delivered,2024-01-04,1,1,2024,0,0
ORD10157,Steven Lamb,tiffany93@example.net,Jaipur,Food & Beverage,Protein Bar,450.47,2,900.94,0.23,693.72,Cash on Delivery,Delivered,2024-08-18,8,3,2024,0,0
ORD10158,Katie Miller,tara37@example.com,Ahmedabad,Electronics,Smartphone,54808.09,5,274040.45,0.05,260338.43,Debit Card,Returned,2024-01-04,1,1,2024,1,0
ORD10159,Meghan Guerra,torressusan@example.com,Jaipur,Clothing,Sneakers,4987.45,2,9974.9,0.07,9276.66,Net Banking,Cancelled,2024-03-14,3,1,2024,0,1
ORD10160,Caleb Nguyen,sanchezdennis@example.org,Mumbai,Books,Cook Book,273.91,3,821.73,0.01,813.51,UPI,Delivered,2024-10-14,10,4,2024,0,0
ORD10161,Timothy Bell,benjaminharris@example.org,Kolkata,Clothing,Jeans,4683.49,3,14050.47,0.16,11802.39,UPI,Returned,2024-12-16,12,4,2024,1,0
ORD10162,Marcia Burton,tonya66@example.org,Hyderabad,Books,Python Guide,339.55,2,679.1,0.29,482.16,Cash on Delivery,Returned,2024-04-23,4,2,2024,1,0
ORD10163,Courtney Williams,skeith@example.net,Pune,Home & Kitchen,Blender,7788.65,3,23365.95,0.13,20328.38,Debit Card,Delivered,2024-11-06,11,4,2024,0,0
ORD10164,Nicole Bryant,erin80@example.net,Hyderabad,Clothing,T-Shirt,3882.47,1,3882.47,0.14,3338.92,Net Banking,Returned,2024-02-07,2,1,2024,1,0
ORD10165,Christopher Garcia,gutierrezkenneth@example.net,Mumbai,Food & Beverage,Cookies,217.75,5,1088.75,0.2,871.0,Cash on Delivery,Delivered,2024-01-22,1,1,2024,0,0
ORD10166,Michael Graham,inunez@example.org,Pune,Clothing,Sneakers,2453.38,4,9813.52,0.22,7654.55,Cash on Delivery,Cancelled,2024-03-03,3,1,2024,0,1
ORD10167,Tonya Peterson,lpope@example.com,Surat,Electronics,Tablet,76059.22,2,152118.44,0.06,142991.33,UPI,Delivered,2024-10-25,10,4,2024,0,0
ORD10168,Alexis Dawson,rhodescynthia@example.com,Hyderabad,Books,Python Guide,619.58,5,3097.9,0.3,2168.53,UPI,Delivered,2024-07-10,7,3,2024,0,0
ORD10169,Sherri Hubbard,catherine98@example.com,Chennai,Books,Cook Book,952.03,1,952.03,0.08,875.87,UPI,Returned,2024-06-23,6,2,2024,1,0
ORD10170,Lisa Gonzalez,jacob26@example.com,Bengaluru,Home & Kitchen,Blender,8461.97,1,8461.97,0.26,6261.86,Debit Card,Delivered,2024-06-21,6,2,2024,0,0
ORD10171,Nancy Foley,mendezshelby@example.net,Chennai,Food & Beverage,Green Tea,645.43,3,1936.29,0.12,1703.94,Cash on Delivery,Delivered,2024-03-04,3,1,2024,0,0
ORD10172,Kayla Brown DDS,cynthia52@example.com,Jaipur,Home & Kitchen,Toaster,8525.27,4,34101.08,0.11,30349.96,Net Banking,Delivered,2024-02-10,2,1,2024,0,0
ORD10173,Caroline Herrera,quinnsusan@example.org,Pune,Food & Beverage,Cookies,677.2,4,2708.8,0.26,2004.51,Debit Card,Returned,2024-05-27,5,2,2024,1,0
ORD10174,Tonya Williams,hbrown@example.com,Hyderabad,Books,Cook Book,950.71,1,950.71,0.22,741.55,UPI,Returned,2024-05-21,5,2,2024,1,0
ORD10175,Wayne Rivas,owendoris@example.com,Hyderabad,Home & Kitchen,Knife Set,1896.04,5,9480.2,0.2,7584.16,Net Banking,Delivered,2024-02-01,2,1,2024,0,0
ORD10176,Brittany Romero,imack@example.net,Mumbai,Food & Beverage,Green Tea,551.82,2,1103.64,0.28,794.62,Debit Card,Returned,2024-01-22,1,1,2024,1,0
ORD10177,Stephanie Ray,kendra94@example.net,Surat,Clothing,Dress,3060.17,5,15300.85,0.23,11781.65,Net Banking,Cancelled,2024-05-07,5,2,2024,0,1
ORD10178,Crystal Avila,travisthomas@example.org,Ahmedabad,Books,Python Guide,535.92,5,2679.6,0.01,2652.8,Net Banking,Delivered,2024-07-23,7,3,2024,0,0
ORD10179,Heather Murray,pearsontimothy@example.net,Hyderabad,Home & Kitchen,Knife Set,14134.75,2,28269.5,0.12,24877.16,Cash on Delivery,Delivered,2024-04-30,4,2,2024,0,0
ORD10180,Ricardo Brandt,andrea96@example.com,Ahmedabad,Food & Beverage,Energy Drink,318.53,3,955.59,0.0,955.59,UPI,Delivered,2024-06-26,6,2,2024,0,0
ORD10181,Lisa Clark,opetty@example.net,Pune,Clothing,T-Shirt,4346.41,1,4346.41,0.09,3955.23,UPI,Cancelled,2024-04-13,4,2,2024,0,1
ORD10182,Derek Rodriguez,cannonmichelle@example.org,Mumbai,Food & Beverage,Cookies,267.64,3,802.92,0.11,714.6,Credit Card,Delivered,2024-06-29,6,2,2024,0,0
ORD10183,Haley Collins,jennifer45@example.com,Chennai,Home & Kitchen,Air Fryer,3157.68,4,12630.72,0.01,12504.41,UPI,Delivered,2024-04-22,4,2,2024,0,0
ORD10184,Kenneth Zamora,rebekahscott@example.org,Chennai,Food & Beverage,Protein Bar,202.28,5,1011.4,0.23,778.78,Net Banking,Delivered,2024-05-01,5,2,2024,0,0
ORD10185,Lawrence Vaughn,shannoncooper@example.com,Hyderabad,Food & Beverage,Cookies,157.96,2,315.92,0.15,268.53,Net Banking,Delivered,2024-04-06,4,2,2024,0,0
ORD10186,Christine Weber,cynthia42@example.net,Delhi,Food & Beverage,Green Tea,560.51,3,1681.53,0.24,1277.96,UPI,Delivered,2024-04-24,4,2,2024,0,0
ORD10187,Kenneth Perez,jonathan97@example.net,Chennai,Home & Kitchen,Toaster,8254.92,1,8254.92,0.09,7511.98,Credit Card,Delivered,2024-08-15,8,3,2024,0,0
ORD10188,Michelle Wilson,scastro@example.com,Kolkata,Clothing,Jacket,4246.74,1,4246.74,0.06,3991.94,UPI,Returned,2024-03-21,3,1,2024,1,0
ORD10189,James Price,brian49@example.com,Pune,Books,Cook Book,372.51,3,1117.53,0.04,1072.83,Debit Card,Returned,2024-03-11,3,1,2024,1,0
ORD10190,Nathan Dunn,hglenn@example.com,Mumbai,Electronics,Laptop,31579.82,1,31579.82,0.04,30316.63,UPI,Delivered,2024-11-06,11,4,2024,0,0
ORD10191,Nicole Lopez,liumisty@example.net,Pune,Home & Kitchen,Air Fryer,9342.77,4,37371.08,0.26,27654.6,Cash on Delivery,Delivered,2024-02-03,2,1,2024,0,0
ORD10192,Keith Elliott,torresstephanie@example.net,Pune,Books,Cook Book,512.11,3,1536.33,0.14,1321.24,Net Banking,Cancelled,2024-11-05,11,4,2024,0,1
ORD10193,Karl Lee,cameronsimmons@example.net,Surat,Electronics,Smartphone,48646.42,4,194585.68,0.24,147885.12,UPI,Cancelled,2024-04-17,4,2,2024,0,1
ORD10194,Angela Valdez,patelryan@example.org,Surat,Food & Beverage,Protein Bar,784.38,3,2353.14,0.07,2188.42,Debit Card,Delivered,2024-01-09,1,1,2024,0,0
ORD10195,Abigail Mason,fclark@example.org,Chennai,Clothing,Jacket,1733.75,2,3467.5,0.15,2947.38,Credit Card,Delivered,2024-02-13,2,1,2024,0,0
ORD10196,George Thomas,laurenmorton@example.com,Kolkata,Clothing,Jacket,2509.17,2,5018.34,0.08,4616.87,Net Banking,Returned,2024-03-18,3,1,2024,1,0
ORD10197,Dr. Julie Goodwin DDS,cguzman@example.org,Kolkata,Food & Beverage,Protein Bar,250.47,2,500.94,0.17,415.78,Debit Card,Cancelled,2024-12-19,12,4,2024,0,1
ORD10198,Bradley Booth,maxwellanderson@example.net,Pune,Food & Beverage,Energy Drink,462.57,1,462.57,0.03,448.69,Credit Card,Cancelled,2024-04-10,4,2,2024,0,1
ORD10199,Emma Caldwell,sgordon@example.com,Bengaluru,Home & Kitchen,Blender,2601.68,2,5203.36,0.24,3954.55,Debit Card,Cancelled,2024-10-14,10,4,2024,0,1
ORD10200,Mark Green,hmccoy@example.org,Delhi,Food & Beverage,Cookies,759.88,3,2279.64,0.04,2188.45,Debit Card,Delivered,2024-08-11,8,3,2024,0,0
ORD10201,Blake Glenn,allenandre@example.com,Hyderabad,Food & Beverage,Coffee Beans,581.19,1,581.19,0.0,581.19,Cash on Delivery,Delivered,2024-05-27,5,2,2024,0,0
ORD10202,Justin Quinn,kelleyglenn@example.org,Chennai,Clothing,Sneakers,4126.73,3,12380.19,0.12,10894.57,Net Banking,Delivered,2024-09-28,9,3,2024,0,0
ORD10203,James Morris,nicholassanchez@example.com,Surat,Electronics,Headphones,61591.86,2,123183.72,0.23,94851.46,Credit Card,Cancelled,2024-05-14,5,2,2024,0,1
ORD10204,Tonya Thompson,ewilliams@example.com,Bengaluru,Food & Beverage,Green Tea,707.85,1,707.85,0.14,608.75,Net Banking,Returned,2024-03-28,3,1,2024,1,0
ORD10205,Harry Mercado,karen28@example.com,Chennai,Food & Beverage,Cookies,605.9,2,1211.8,0.01,1199.68,Credit Card,Delivered,2024-05-17,5,2,2024,0,0
ORD10206,Nicole Olson,laurahuerta@example.org,Delhi,Home & Kitchen,Knife Set,3246.35,1,3246.35,0.16,2726.93,Credit Card,Cancelled,2024-08-08,8,3,2024,0,1
ORD10207,Susan Reyes,rollinsmonica@example.com,Kolkata,Electronics,Headphones,31420.83,1,31420.83,0.1,28278.75,Credit Card,Cancelled,2024-12-18,12,4,2024,0,1
ORD10208,Mason Lambert,lisa90@example.com,Surat,Electronics,Smartwatch,31425.06,5,157125.3,0.27,114701.47,UPI,Cancelled,2024-02-06,2,1,2024,0,1
ORD10209,James Ferguson,barrerarobert@example.com,Bengaluru,Food & Beverage,Green Tea,271.15,3,813.45,0.13,707.7,Debit Card,Delivered,2024-07-24,7,3,2024,0,0
ORD10210,Jennifer Williams,aaron33@example.com,Surat,Electronics,Tablet,32242.23,5,161211.15,0.13,140253.7,UPI,Cancelled,2024-08-19,8,3,2024,0,1
ORD10211,Joseph Williams,jason40@example.org,Bengaluru,Food & Beverage,Cookies,521.23,5,2606.15,0.29,1850.37,UPI,Delivered,2024-05-12,5,2,2024,0,0
ORD10212,Emily Young,brittany90@example.org,Bengaluru,Books,Python Guide,644.72,5,3223.6,0.13,2804.53,Net Banking,Delivered,2024-09-01,9,3,2024,0,0
ORD10213,Stacy Williams,bailey68@example.net,Bengaluru,Electronics,Laptop,64347.06,1,64347.06,0.16,54051.53,Credit Card,Returned,2024-11-15,11,4,2024,1,0
ORD10214,Christian Martin,goodmankaitlyn@example.com,Chennai,Electronics,Tablet,71135.62,3,213406.86,0.19,172859.56,Cash on Delivery,Returned,2024-06-10,6,2,2024,1,0
ORD10215,Elizabeth Schneider,garciarobert@example.org,Chennai,Food & Beverage,Energy Drink,279.8,1,279.8,0.25,209.85,Credit Card,Delivered,2024-02-14,2,1,2024,0,0
ORD10216,Traci Morton,dmurphy@example.net,Kolkata,Clothing,Jeans,864.64,4,3458.56,0.11,3078.12,Cash on Delivery,Delivered,2024-03-06,3,1,2024,0,0
ORD10217,Chelsea Lee,jameschristian@example.org,Pune,Books,Cook Book,424.99,2,849.98,0.27,620.49,Credit Card,Delivered,2024-07-13,7,3,2024,0,0
ORD10218,Julia Johnson,andrew88@example.net,Ahmedabad,Electronics,Smartphone,29112.0,4,116448.0,0.07,108296.64,Debit Card,Returned,2024-12-28,12,4,2024,1,0
ORD10219,Kristin Young,mckayjorge@example.org,Ahmedabad,Electronics,Headphones,71790.63,4,287162.52,0.14,246959.77,Cash on Delivery,Delivered,2024-10-21,10,4,2024,0,0
ORD10220,Yvonne Mccoy,davistrevor@example.org,Jaipur,Clothing,Jeans,2831.67,3,8495.01,0.03,8240.16,Debit Card,Cancelled,2024-03-20,3,1,2024,0,1
ORD10221,Megan Fisher,jeffreybrown@example.com,Mumbai,Electronics,Headphones,46113.2,3,138339.6,0.3,96837.72,UPI,Delivered,2024-01-30,1,1,2024,0,0
ORD10222,Jordan Roy,todd08@example.com,Kolkata,Home & Kitchen,Blender,12956.52,1,12956.52,0.12,11401.74,Debit Card,Delivered,2024-12-17,12,4,2024,0,0
ORD10223,Brandon Christensen,mcphersonallison@example.com,Chennai,Food & Beverage,Cookies,187.78,3,563.34,0.03,546.44,Cash on Delivery,Delivered,2024-10-05,10,4,2024,0,0
ORD10224,Alyssa Rice,festrada@example.org,Kolkata,Food & Beverage,Energy Drink,616.78,2,1233.56,0.18,1011.52,Cash on Delivery,Delivered,2024-12-05,12,4,2024,0,0
ORD10225,Jordan Christensen,csmith@example.org,Hyderabad,Clothing,Dress,1408.02,1,1408.02,0.15,1196.82,Cash on Delivery,Delivered,2024-05-14,5,2,2024,0,0
ORD10226,Justin Baker,davidadkins@example.net,Kolkata,Home & Kitchen,Blender,13231.47,2,26462.94,0.13,23022.76,UPI,Cancelled,2024-05-08,5,2,2024,0,1
ORD10227,Peter Roth,rebecca87@example.net,Pune,Home & Kitchen,Knife Set,10341.46,5,51707.3,0.26,38263.4,Credit Card,Delivered,2024-05-05,5,2,2024,0,0
ORD10228,Ethan Long,douglas79@example.org,Surat,Food & Beverage,Energy Drink,105.51,2,211.02,0.27,154.04,Credit Card,Returned,2024-09-10,9,3,2024,1,0
ORD10229,Lisa Simpson,grimesgregory@example.com,Chennai,Home & Kitchen,Knife Set,9832.52,5,49162.6,0.21,38838.45,Cash on Delivery,Delivered,2024-04-01,4,2,2024,0,0
ORD10230,William Jordan,andrea26@example.org,Bengaluru,Food & Beverage,Protein Bar,138.61,2,277.22,0.13,241.18,Debit Card,Delivered,2024-04-20,4,2,2024,0,0
ORD10231,Christopher Ingram,johnsonalejandro@example.org,Mumbai,Books,Novel,101.34,5,506.7,0.0,506.7,Credit Card,Cancelled,2024-05-23,5,2,2024,0,1
ORD10232,Spencer Davis,eric74@example.net,Bengaluru,Home & Kitchen,Air Fryer,8066.47,2,16132.94,0.22,12583.69,Credit Card,Delivered,2024-01-31,1,1,2024,0,0
ORD10233,Eric Ortiz,tcochran@example.com,Hyderabad,Food & Beverage,Energy Drink,299.14,2,598.28,0.19,484.61,Cash on Delivery,Delivered,2024-11-29,11,4,2024,0,0
ORD10234,Taylor Stewart,april56@example.com,Pune,Home & Kitchen,Toaster,9845.11,3,29535.33,0.11,26286.44,UPI,Returned,2024-02-12,2,1,2024,1,0
ORD10235,Connie Lopez,lesliewheeler@example.com,Bengaluru,Food & Beverage,Protein Bar,511.01,2,1022.02,0.19,827.84,Credit Card,Delivered,2024-10-05,10,4,2024,0,0
ORD10236,Amy King,lindsey64@example.net,Pune,Home & Kitchen,Coffee Maker,11198.32,3,33594.96,0.2,26875.97,Cash on Delivery,Delivered,2024-11-08,11,4,2024,0,0
ORD10237,Anthony Reynolds,kimberlyford@example.org,Jaipur,Electronics,Tablet,15729.97,5,78649.85,0.3,55054.9,Cash on Delivery,Cancelled,2024-09-26,9,3,2024,0,1
ORD10238,Stephen Roberts,reesetroy@example.org,Ahmedabad,Food & Beverage,Cookies,418.14,5,2090.7,0.26,1547.12,Cash on Delivery,Delivered,2024-02-09,2,1,2024,0,0
ORD10239,Albert Townsend,kelseybond@example.net,Surat,Food & Beverage,Protein Bar,125.38,4,501.52,0.03,486.47,Net Banking,Delivered,2024-10-12,10,4,2024,0,0
ORD10240,Darlene Owen,jasminwyatt@example.com,Hyderabad,Clothing,Jacket,2985.8,2,5971.6,0.16,5016.14,Debit Card,Delivered,2024-09-30,9,3,2024,0,0
ORD10241,Brenda Cooper,michelle99@example.org,Surat,Books,Data Science Handbook,416.21,3,1248.63,0.19,1011.39,Net Banking,Delivered,2024-10-18,10,4,2024,0,0
ORD10242,Craig Larson,william45@example.com,Jaipur,Books,Self Help Book,726.2,5,3631.0,0.07,3376.83,UPI,Cancelled,2024-08-01,8,3,2024,0,1
ORD10243,Danielle Williams,sean71@example.org,Kolkata,Food & Beverage,Cookies,216.64,2,433.28,0.12,381.29,Credit Card,Returned,2024-10-27,10,4,2024,1,0
ORD10244,Kristin Jones,thomascastillo@example.org,Ahmedabad,Books,Self Help Book,370.88,5,1854.4,0.15,1576.24,Cash on Delivery,Cancelled,2024-03-03,3,1,2024,0,1
ORD10245,Brittany Wise,leonard34@example.org,Kolkata,Electronics,Tablet,10159.98,5,50799.9,0.17,42163.92,Net Banking,Delivered,2024-07-01,7,3,2024,0,0
ORD10246,Theresa Hall,zavalahannah@example.net,Surat,Food & Beverage,Energy Drink,387.5,3,1162.5,0.01,1150.88,Net Banking,Delivered,2024-10-14,10,4,2024,0,0
ORD10247,Leslie Wright,pamela53@example.net,Hyderabad,Books,Cook Book,431.79,4,1727.16,0.03,1675.35,Credit Card,Delivered,2024-12-05,12,4,2024,0,0
ORD10248,Miguel Wilson,vincentchristy@example.com,Delhi,Food & Beverage,Coffee Beans,100.03,4,400.12,0.1,360.11,Debit Card,Cancelled,2024-08-23,8,3,2024,0,1
ORD10249,Cory Fisher,elizabethgarcia@example.com,Jaipur,Food & Beverage,Coffee Beans,168.68,5,843.4,0.04,809.66,Debit Card,Delivered,2024-06-12,6,2,2024,0,0
ORD10250,Emily Mills,theresa17@example.com,Pune,Electronics,Headphones,31457.81,1,31457.81,0.03,30514.08,Credit Card,Cancelled,2024-04-30,4,2,2024,0,1
ORD10251,Stacey Lee,kwoodard@example.com,Delhi,Food & Beverage,Energy Drink,791.86,3,2375.58,0.12,2090.51,UPI,Delivered,2024-10-16,10,4,2024,0,0
ORD10252,Katherine Figueroa,patricia69@example.org,Ahmedabad,Electronics,Laptop,27841.61,4,111366.44,0.28,80183.84,UPI,Delivered,2024-02-06,2,1,2024,0,0
ORD10253,Edwin Thomas,jennifermay@example.org,Ahmedabad,Food & Beverage,Cookies,677.89,5,3389.45,0.04,3253.87,UPI,Cancelled,2024-01-12,1,1,2024,0,1
ORD10254,Becky Orozco,raymondberry@example.com,Mumbai,Electronics,Laptop,32022.83,1,32022.83,0.09,29140.78,Cash on Delivery,Delivered,2024-05-14,5,2,2024,0,0
ORD10255,Reginald Peters,john05@example.com,Jaipur,Electronics,Laptop,62744.17,1,62744.17,0.01,62116.73,Debit Card,Delivered,2024-04-14,4,2,2024,0,0
ORD10256,Carolyn Burns,greilly@example.org,Bengaluru,Electronics,Tablet,71798.81,1,71798.81,0.2,57439.05,Debit Card,Delivered,2024-10-25,10,4,2024,0,0
ORD10257,Frederick Miller,thompsonsonya@example.com,Kolkata,Electronics,Smartwatch,44888.99,3,134666.97,0.07,125240.28,Cash on Delivery,Delivered,2024-06-06,6,2,2024,0,0
ORD10258,Brett Kelley,fbowen@example.org,Mumbai,Food & Beverage,Green Tea,280.0,2,560.0,0.07,520.8,Credit Card,Delivered,2024-01-10,1,1,2024,0,0
ORD10259,Sarah Hudson,aschultz@example.org,Bengaluru,Electronics,Tablet,64417.36,5,322086.8,0.13,280215.52,Credit Card,Cancelled,2024-03-01,3,1,2024,0,1
ORD10260,Anthony Young,floreslinda@example.net,Bengaluru,Home & Kitchen,Blender,5074.19,4,20296.76,0.21,16034.44,Debit Card,Delivered,2024-06-13,6,2,2024,0,0
ORD10261,Colleen Donovan,hartcrystal@example.com,Delhi,Electronics,Laptop,10825.57,4,43302.28,0.2,34641.82,Net Banking,Cancelled,2024-02-22,2,1,2024,0,1
ORD10262,Christian Young,tdavis@example.org,Kolkata,Home & Kitchen,Air Fryer,5349.25,1,5349.25,0.02,5242.27,Net Banking,Delivered,2024-02-17,2,1,2024,0,0
ORD10263,Jon Perry,michael22@example.net,Chennai,Books,Data Science Handbook,401.64,5,2008.2,0.3,1405.74,Net Banking,Delivered,2024-01-25,1,1,2024,0,0
ORD10264,Kenneth Holloway,tgarcia@example.net,Chennai,Food & Beverage,Energy Drink,318.47,2,636.94,0.25,477.71,Credit Card,Cancelled,2024-03-11,3,1,2024,0,1
ORD10265,John Cardenas,charlespearson@example.com,Hyderabad,Home & Kitchen,Coffee Maker,5945.05,2,11890.1,0.06,11176.69,Debit Card,Delivered,2024-09-13,9,3,2024,0,0
ORD10266,Chelsea Rubio,franciscoharris@example.com,Jaipur,Electronics,Smartwatch,68063.1,4,272252.4,0.28,196021.73,Cash on Delivery,Delivered,2024-02-01,2,1,2024,0,0
ORD10267,Miss Theresa Wiggins,uparker@example.net,Jaipur,Electronics,Smartwatch,26101.24,3,78303.72,0.23,60293.86,Debit Card,Cancelled,2024-07-02,7,3,2024,0,1
ORD10268,Laura Hayes,vasquezjoseph@example.net,Delhi,Home & Kitchen,Blender,6436.59,2,12873.18,0.22,10041.08,Cash on Delivery,Returned,2024-08-03,8,3,2024,1,0
ORD10269,David Burke,bwright@example.com,Hyderabad,Clothing,Dress,4841.86,3,14525.58,0.04,13944.56,Cash on Delivery,Delivered,2024-05-12,5,2,2024,0,0
ORD10270,Bryan Jones,cheryl69@example.com,Surat,Home & Kitchen,Coffee Maker,9592.67,3,28778.01,0.19,23310.19,Credit Card,Delivered,2024-10-10,10,4,2024,0,0
ORD10271,Nicole Turner,petersonmitchell@example.org,Delhi,Books,Data Science Handbook,353.14,1,353.14,0.02,346.08,Net Banking,Delivered,2024-03-09,3,1,2024,0,0
ORD10272,Stephanie Greene,jessicagrant@example.com,Surat,Home & Kitchen,Air Fryer,4064.56,4,16258.24,0.27,11868.52,Credit Card,Cancelled,2024-03-13,3,1,2024,0,1
ORD10273,Jason King,kelly62@example.org,Jaipur,Home & Kitchen,Coffee Maker,8497.71,2,16995.42,0.14,14616.06,Cash on Delivery,Delivered,2024-01-29,1,1,2024,0,0
ORD10274,John Cole,pauldawson@example.net,Ahmedabad,Food & Beverage,Coffee Beans,186.09,4,744.36,0.03,722.03,Cash on Delivery,Delivered,2024-04-07,4,2,2024,0,0
ORD10275,Kim Ferguson,wlopez@example.com,Bengaluru,Home & Kitchen,Air Fryer,692.8,2,1385.6,0.03,1344.03,Credit Card,Returned,2024-04-20,4,2,2024,1,0
ORD10276,Joseph Jackson,eatonbrian@example.net,Chennai,Home & Kitchen,Blender,5151.91,4,20607.64,0.05,19577.26,Net Banking,Delivered,2024-10-25,10,4,2024,0,0
ORD10277,Douglas Shepherd,uholmes@example.org,Delhi,Home & Kitchen,Toaster,1667.64,3,5002.92,0.21,3952.31,Net Banking,Delivered,2024-08-10,8,3,2024,0,0
ORD10278,Larry Lee,brian63@example.net,Surat,Home & Kitchen,Coffee Maker,4288.52,3,12865.56,0.25,9649.17,Cash on Delivery,Delivered,2024-02-26,2,1,2024,0,0
ORD10279,Jerry Perry,davisjeffrey@example.com,Pune,Food & Beverage,Coffee Beans,132.13,5,660.65,0.24,502.09,Credit Card,Cancelled,2024-04-30,4,2,2024,0,1
ORD10280,Brittany Allison,paul64@example.org,Bengaluru,Food & Beverage,Cookies,633.23,3,1899.69,0.29,1348.78,Debit Card,Delivered,2024-04-04,4,2,2024,0,0
ORD10281,Joel Jones,webbheather@example.com,Pune,Books,Python Guide,273.42,3,820.26,0.22,639.8,Credit Card,Delivered,2024-04-12,4,2,2024,0,0
ORD10282,Valerie Pierce,rebekah53@example.net,Bengaluru,Home & Kitchen,Blender,13087.81,5,65439.05,0.06,61512.71,Credit Card,Cancelled,2024-06-28,6,2,2024,0,1
ORD10283,Zachary Combs,uhodges@example.org,Hyderabad,Books,Self Help Book,292.27,2,584.54,0.21,461.79,Cash on Delivery,Delivered,2024-08-10,8,3,2024,0,0
ORD10284,Brian Clark,jacksonsharon@example.com,Bengaluru,Books,Self Help Book,531.2,4,2124.8,0.23,1636.1,UPI,Delivered,2024-12-30,12,4,2024,0,0
ORD10285,Patricia Williams,monica34@example.org,Jaipur,Food & Beverage,Energy Drink,630.23,3,1890.69,0.0,1890.69,Debit Card,Cancelled,2024-02-04,2,1,2024,0,1
ORD10286,Kenneth Golden,jackedwards@example.org,Surat,Clothing,Dress,1131.42,3,3394.26,0.01,3360.32,UPI,Delivered,2024-10-14,10,4,2024,0,0
ORD10287,Virginia Prince,williamstammy@example.org,Hyderabad,Home & Kitchen,Toaster,14078.66,3,42235.98,0.03,40968.9,UPI,Delivered,2024-02-06,2,1,2024,0,0
ORD10288,Wendy Ruiz,hannah20@example.com,Bengaluru,Books,Cook Book,342.36,5,1711.8,0.18,1403.68,Debit Card,Cancelled,2024-11-08,11,4,2024,0,1
ORD10289,Amber King,schneiderheidi@example.com,Pune,Electronics,Smartwatch,38499.38,3,115498.14,0.12,101638.36,UPI,Delivered,2024-12-31,12,4,2024,0,0
ORD10290,Barbara Williams,carlsondenise@example.net,Surat,Clothing,Jacket,4977.23,3,14931.69,0.29,10601.5,Credit Card,Returned,2024-08-25,8,3,2024,1,0
ORD10291,Matthew Knight,mtaylor@example.org,Jaipur,Home & Kitchen,Blender,13427.46,4,53709.84,0.06,50487.25,Net Banking,Delivered,2024-01-16,1,1,2024,0,0
ORD10292,Becky Morrison,mlittle@example.org,Delhi,Electronics,Laptop,12930.25,3,38790.75,0.06,36463.31,UPI,Delivered,2024-06-25,6,2,2024,0,0
ORD10293,Julia Hawkins,thomasbush@example.net,Jaipur,Books,Self Help Book,731.33,4,2925.32,0.22,2281.75,Credit Card,Cancelled,2024-03-20,3,1,2024,0,1
ORD10294,Troy Brown,kjackson@example.com,Pune,Books,Python Guide,661.25,1,661.25,0.12,581.9,Net Banking,Cancelled,2024-12-26,12,4,2024,0,1
ORD10295,Stephanie Good,cameronchaney@example.net,Surat,Food & Beverage,Protein Bar,178.14,5,890.7,0.28,641.3,UPI,Delivered,2024-09-25,9,3,2024,0,0
ORD10296,Kimberly Howe,pjackson@example.net,Delhi,Clothing,Jeans,1250.03,4,5000.12,0.07,4650.11,UPI,Delivered,2024-09-16,9,3,2024,0,0
ORD10297,Anna Moore,jeremy02@example.net,Delhi,Home & Kitchen,Coffee Maker,11092.25,4,44369.0,0.2,35495.2,Net Banking,Delivered,2024-09-21,9,3,2024,0,0
ORD10298,Lisa Conner,flee@example.net,Surat,Clothing,Dress,1977.22,1,1977.22,0.13,1720.18,Debit Card,Delivered,2024-09-24,9,3,2024,0,0
ORD10299,Maurice Prince,robert95@example.com,Bengaluru,Home & Kitchen,Blender,8251.61,2,16503.22,0.23,12707.48,Debit Card,Delivered,2024-01-02,1,1,2024,0,0
ORD10300,Mia Gonzalez,ryangomez@example.com,Ahmedabad,Clothing,T-Shirt,4967.32,1,4967.32,0.02,4867.97,Net Banking,Cancelled,2024-02-08,2,1,2024,0,1
ORD10301,Renee Tucker,cody23@example.net,Hyderabad,Food & Beverage,Coffee Beans,78.74,2,157.48,0.07,146.46,Cash on Delivery,Delivered,2024-02-21,2,1,2024,0,0
